commune,population,région
Art-sur-Meurthe,1828,Grand Est
Athienville,179,Grand Est
Atton,891,Grand Est
Auboué,2688,Grand Est
Audun-le-Roman,2512,Grand Est
Autrepierre,81,Grand Est
Autreville-sur-Moselle,264,Grand Est
Autrey,192,Grand Est
Avillers,134,Grand Est
Avrainville,219,Grand Est
Avricourt,392,Grand Est
Avril,1203,Grand Est
Azelot,428,Grand Est
Azerailles,768,Grand Est
Baccarat,4221,Grand Est
Badonviller,1591,Grand Est
Bagneux,145,Grand Est
Bainville-aux-Miroirs,281,Grand Est
Bainville-sur-Madon,1459,Grand Est
Barbas,199,Grand Est
Barbonville,435,Grand Est
Barisey-au-Plain,401,Grand Est
Barisey-la-Côte,265,Grand Est
Les Baroches,347,Grand Est
Baslieux,543,Grand Est
Bathelémont,66,Grand Est
Batilly,1312,Grand Est
Battigny,151,Grand Est
Bauzemont,162,Grand Est
Bayon,1548,Grand Est
Bayonville-sur-Mad,334,Grand Est
Bazailles,147,Grand Est
Beaumont,74,Grand Est
Béchamps,87,Grand Est
Belleau,762,Grand Est
Belleville,1503,Grand Est
Bénaménil,596,Grand Est
Benney,662,Grand Est
Bernécourt,178,Grand Est
Bertrambois,323,Grand Est
Bertrichamps,1105,Grand Est
Bettainvillers,412,Grand Est
Beuveille,782,Grand Est
Beuvezin,95,Grand Est
Beuvillers,480,Grand Est
Bey-sur-Seille,179,Grand Est
Bezange-la-Grande,162,Grand Est
Bezaumont,267,Grand Est
Bicqueley,939,Grand Est
Bienville-la-Petite,37,Grand Est
Bionville,121,Grand Est
Blainville-sur-l'Eau,3991,Grand Est
Blâmont,1065,Grand Est
Blémerey,57,Grand Est
Blénod-lès-Pont-à-Mousson,4669,Grand Est
Blénod-lès-Toul,1048,Grand Est
Boismont,425,Grand Est
Boncourt,172,Grand Est
Bonviller,178,Grand Est
Mont-Bonvillers,958,Grand Est
Borville,90,Grand Est
Boucq,364,Grand Est
Bouillonville,149,Grand Est
Bouvron,244,Grand Est
Bouxières-aux-Chênes,1426,Grand Est
Bouxières-aux-Dames,4190,Grand Est
Bouxières-sous-Froidmont,404,Grand Est
Bouzanville,66,Grand Est
Brainville,172,Grand Est
Bralleville,174,Grand Est
Bratte,46,Grand Est
Bréhain-la-Ville,447,Grand Est
Bréménil,101,Grand Est
Brémoncourt,170,Grand Est
Val de Briey,8269,Grand Est
Brin-sur-Seille,788,Grand Est
Brouville,129,Grand Est
Bruley,625,Grand Est
Bruville,224,Grand Est
Buissoncourt,259,Grand Est
Bulligny,540,Grand Est
Bures,64,Grand Est
Buriville,78,Grand Est
Burthecourt-aux-Chênes,150,Grand Est
Ceintrey,944,Grand Est
Cerville,572,Grand Est
Chaligny,2821,Grand Est
Chambley-Bussières,726,Grand Est
Champenoux,1544,Grand Est
Champey-sur-Moselle,331,Grand Est
Champigneulles,6693,Grand Est
Chanteheux,2187,Grand Est
Chaouilley,119,Grand Est
Charency-Vezin,615,Grand Est
Charey,91,Grand Est
Charmes-la-Côte,335,Grand Est
Charmois,193,Grand Est
Chaudeney-sur-Moselle,743,Grand Est
Chavigny,1731,Grand Est
Chazelles-sur-Albe,49,Grand Est
Chenevières,496,Grand Est
Chenicourt,224,Grand Est
Chenières,642,Grand Est
Choloy-Ménillot,716,Grand Est
Cirey-sur-Vezouze,1625,Grand Est
Clayeures,180,Grand Est
Clémery,506,Grand Est
Clérey-sur-Brenon,60,Grand Est
Coincourt,121,Grand Est
Colmey,249,Grand Est
Colombey-les-Belles,1463,Grand Est
Conflans-en-Jarnisy,2410,Grand Est
Cons-la-Grandville,528,Grand Est
Cosnes-et-Romain,2829,Grand Est
Courbesseaux,378,Grand Est
Courcelles,92,Grand Est
Coyviller,155,Grand Est
Crantenoy,157,Grand Est
Crépey,391,Grand Est
Crévéchamps,388,Grand Est
Crévic,951,Grand Est
Crézilles,295,Grand Est
Crion,110,Grand Est
Croismare,654,Grand Est
Crusnes,1588,Grand Est
Custines,3136,Grand Est
Cutry,1079,Grand Est
Damelevières,3165,Grand Est
Dampvitoux,58,Grand Est
Deneuvre,497,Grand Est
Deuxville,410,Grand Est
Diarville,500,Grand Est
Dieulouard,4750,Grand Est
Dolcourt,143,Grand Est
Dombasle-sur-Meurthe,9923,Grand Est
Domèvre-en-Haye,412,Grand Est
Domèvre-sur-Vezouze,324,Grand Est
Domgermain,1175,Grand Est
Domjevin,261,Grand Est
Dommarie-Eulmont,90,Grand Est
Dommartemont,583,Grand Est
Dommartin-la-Chaussée,32,Grand Est
Dommartin-lès-Toul,1986,Grand Est
Dommartin-sous-Amance,304,Grand Est
Domprix,100,Grand Est
Domptail-en-l'Air,73,Grand Est
Doncourt-lès-Conflans,1161,Grand Est
Doncourt-lès-Longuyon,294,Grand Est
Drouville,222,Grand Est
Écrouves,4512,Grand Est
Einvaux,376,Grand Est
Einville-au-Jard,1122,Grand Est
Emberménil,257,Grand Est
Épiez-sur-Chiers,201,Grand Est
Éply,307,Grand Est
Erbéviller-sur-Amezule,72,Grand Est
Errouville,707,Grand Est
Essey-et-Maizerais,335,Grand Est
Essey-la-Côte,74,Grand Est
Essey-lès-Nancy,9037,Grand Est
Étreval,60,Grand Est
Eulmont,1130,Grand Est
Euvezin,111,Grand Est
Faulx,1375,Grand Est
Favières,607,Grand Est
Fécocourt,114,Grand Est
Fenneviller,104,Grand Est
Ferrières,317,Grand Est
Fey-en-Haye,73,Grand Est
Fillières,519,Grand Est
Flainval,193,Grand Est
Flavigny-sur-Moselle,1832,Grand Est
Fléville-devant-Nancy,2226,Grand Est
Fléville-Lixières,307,Grand Est
Flin,394,Grand Est
Flirey,161,Grand Est
Fontenoy-la-Joûte,309,Grand Est
Fontenoy-sur-Moselle,383,Grand Est
Forcelles-Saint-Gorgon,143,Grand Est
Forcelles-sous-Gugney,94,Grand Est
Foug,2648,Grand Est
Fraimbois,399,Grand Est
Fraisnes-en-Saintois,101,Grand Est
Francheville,294,Grand Est
Franconville,64,Grand Est
Fréménil,217,Grand Est
Frémonville,199,Grand Est
Fresnois-la-Montagne,424,Grand Est
Friauville,376,Grand Est
Frolois,714,Grand Est
Frouard,6610,Grand Est
Froville,124,Grand Est
Gélacourt,172,Grand Est
Gélaucourt,54,Grand Est
Gellenoncourt,82,Grand Est
Gémonville,77,Grand Est
Gerbécourt-et-Haplemont,231,Grand Est
Gerbéviller,1353,Grand Est
Germiny,209,Grand Est
Germonville,124,Grand Est
Gézoncourt,183,Grand Est
Gibeaumeix,174,Grand Est
Giraumont,1365,Grand Est
Giriviller,73,Grand Est
Glonville,373,Grand Est
Gogney,52,Grand Est
Gondrecourt-Aix,182,Grand Est
Gondreville,2722,Grand Est
Gondrexon,36,Grand Est
Gorcy,2950,Grand Est
Goviller,429,Grand Est
Grand-Failly,368,Grand Est
Grimonviller,96,Grand Est
Gripport,269,Grand Est
Griscourt,142,Grand Est
Grosrouvres,54,Grand Est
Gugney,78,Grand Est
Gye,277,Grand Est
Hablainville,224,Grand Est
Hagéville,113,Grand Est
Haigneville,62,Grand Est
Halloville,71,Grand Est
Hammeville,182,Grand Est
Hamonville,100,Grand Est
Hannonville-Suzémont,256,Grand Est
Haraucourt,742,Grand Est
Harbouey,130,Grand Est
Haroué,513,Grand Est
Hatrize,787,Grand Est
Haucourt-Moulaine,3458,Grand Est
Haudonville,89,Grand Est
Haussonville,315,Grand Est
Heillecourt,5428,Grand Est
Hénaménil,148,Grand Est
Herbéviller,234,Grand Est
Hériménil,952,Grand Est
Herserange,4386,Grand Est
Hoéville,196,Grand Est
Homécourt,6302,Grand Est
Houdelmont,320,Grand Est
Houdemont,2131,Grand Est
Houdreville,414,Grand Est
Housséville,142,Grand Est
Hudiviller,352,Grand Est
Hussigny-Godbrange,3925,Grand Est
Igney,127,Grand Est
Jaillon,467,Grand Est
Jarny,8369,Grand Est
Jarville-la-Malgrange,9620,Grand Est
Jaulny,190,Grand Est
Jeandelaincourt,794,Grand Est
Jeandelize,374,Grand Est
Jevoncourt,102,Grand Est
Jezainville,1010,Grand Est
Jœuf,6636,Grand Est
Jolivet,910,Grand Est
Joppécourt,165,Grand Est
Jouaville,292,Grand Est
Joudreville,1142,Grand Est
Juvrecourt,56,Grand Est
Labry,1612,Grand Est
Lachapelle,269,Grand Est
Lagney,499,Grand Est
Laître-sous-Amance,372,Grand Est
Laix,214,Grand Est
Lalœuf,296,Grand Est
Lamath,187,Grand Est
Landécourt,88,Grand Est
Landremont,146,Grand Est
Landres,1081,Grand Est
Laneuvelotte,435,Grand Est
Laneuveville-aux-Bois,307,Grand Est
Laneuveville-derrière-Foug,156,Grand Est
Laneuveville-devant-Bayon,233,Grand Est
Laneuveville-devant-Nancy,6657,Grand Est
Lanfroicourt,128,Grand Est
Lantéfontaine,754,Grand Est
Laronxe,369,Grand Est
Laxou,14631,Grand Est
Lay-Saint-Christophe,2428,Grand Est
Lay-Saint-Remy,344,Grand Est
Lebeuville,171,Grand Est
Leintrey,150,Grand Est
Lemainville,396,Grand Est
Leménil-Mitry,3,Grand Est
Lenoncourt,601,Grand Est
Lesménils,491,Grand Est
Létricourt,232,Grand Est
Lexy,3906,Grand Est
Leyr,916,Grand Est
Limey-Remenauville,308,Grand Est
Lironville,138,Grand Est
Liverdun,5819,Grand Est
Loisy,329,Grand Est
Longlaville,2394,Grand Est
Longuyon,5285,Grand Est
Longwy,15357,Grand Est
Lorey,88,Grand Est
Loromontzey,87,Grand Est
Lubey,229,Grand Est
Lucey,642,Grand Est
Ludres,6219,Grand Est
Lunéville,18160,Grand Est
Lupcourt,432,Grand Est
Magnières,285,Grand Est
Maidières,1546,Grand Est
Mailly-sur-Seille,264,Grand Est
Mairy-Mainville,571,Grand Est
Maixe,412,Grand Est
Maizières,926,Grand Est
Malavillers,132,Grand Est
Malleloy,1005,Grand Est
Malzéville,8330,Grand Est
Mamey,344,Grand Est
Mandres-aux-Quatre-Tours,194,Grand Est
Mangonville,219,Grand Est
Manoncourt-en-Vermois,346,Grand Est
Manoncourt-en-Woëvre,252,Grand Est
Manonville,246,Grand Est
Manonviller,168,Grand Est
Marainviller,708,Grand Est
Marbache,1700,Grand Est
Maron,833,Grand Est
Mars-la-Tour,916,Grand Est
Marthemont,48,Grand Est
Martincourt,93,Grand Est
Mattexey,69,Grand Est
Maxéville,9931,Grand Est
Mazerulles,284,Grand Est
Méhoncourt,247,Grand Est
Ménil-la-Tour,345,Grand Est
Mercy-le-Bas,1289,Grand Est
Mercy-le-Haut,280,Grand Est
Méréville,1307,Grand Est
Merviller,335,Grand Est
Messein,2000,Grand Est
Mexy,2331,Grand Est
Mignéville,177,Grand Est
Millery,619,Grand Est
Minorville,227,Grand Est
Moineville,1085,Grand Est
Moivrons,519,Grand Est
Moncel-lès-Lunéville,615,Grand Est
Moncel-sur-Seille,530,Grand Est
Montauville,1103,Grand Est
Montenoy,414,Grand Est
Montigny,160,Grand Est
Montigny-sur-Chiers,477,Grand Est
Mont-l'Étroit,96,Grand Est
Mont-le-Vignoble,413,Grand Est
Montreux,56,Grand Est
Mont-Saint-Martin,9130,Grand Est
Mont-sur-Meurthe,1133,Grand Est
Morfontaine,1105,Grand Est
Moriviller,94,Grand Est
Morville-sur-Seille,153,Grand Est
Mouacourt,76,Grand Est
Mouaville,103,Grand Est
Mousson,103,Grand Est
Moutiers,1593,Grand Est
Moutrot,314,Grand Est
Moyen,542,Grand Est
Murville,251,Grand Est
Nancy,105885,Grand Est
Neufmaisons,232,Grand Est
Neuves-Maisons,6684,Grand Est
Neuviller-lès-Badonviller,98,Grand Est
Neuviller-sur-Moselle,251,Grand Est
Nomeny,1161,Grand Est
Nonhigny,126,Grand Est
Norroy-le-Sec,424,Grand Est
Norroy-lès-Pont-à-Mousson,1223,Grand Est
Noviant-aux-Prés,272,Grand Est
Ochey,524,Grand Est
Ogéviller,285,Grand Est
Ognéville,98,Grand Est
Olley,231,Grand Est
Omelmont,193,Grand Est
Onville,519,Grand Est
Ormes-et-Ville,225,Grand Est
Othe,42,Grand Est
Ozerailles,152,Grand Est
Pagney-derrière-Barine,661,Grand Est
Pagny-sur-Moselle,4109,Grand Est
Pannes,180,Grand Est
Parey-Saint-Césaire,245,Grand Est
Parroy,172,Grand Est
Parux,74,Grand Est
Petit-Failly,88,Grand Est
Petitmont,318,Grand Est
Pettonville,70,Grand Est
Pexonne,349,Grand Est
Phlin,45,Grand Est
Piennes,2496,Grand Est
Pierre-la-Treiche,480,Grand Est
Pierre-Percée,96,Grand Est
Pierrepont,862,Grand Est
Pierreville,299,Grand Est
Pompey,4908,Grand Est
Pont-à-Mousson,14550,Grand Est
Pont-Saint-Vincent,1852,Grand Est
Port-sur-Seille,235,Grand Est
Praye,252,Grand Est
Prény,370,Grand Est
Preutin-Higny,156,Grand Est
Pulligny,1168,Grand Est
Pulney,55,Grand Est
Pulnoy,5200,Grand Est
Puxe,122,Grand Est
Puxieux,236,Grand Est
Quevilloncourt,98,Grand Est
Raon-lès-Leau,38,Grand Est
Raucourt,227,Grand Est
Raville-sur-Sânon,101,Grand Est
Réchicourt-la-Petite,66,Grand Est
Réclonville,77,Grand Est
Rehainviller,1065,Grand Est
Reherrey,145,Grand Est
Réhon,3872,Grand Est
Reillon,75,Grand Est
Rembercourt-sur-Mad,160,Grand Est
Remenoville,160,Grand Est
Réméréville,614,Grand Est
Remoncourt,43,Grand Est
Repaix,110,Grand Est
Richardménil,2333,Grand Est
Rogéville,154,Grand Est
Romain,71,Grand Est
Rosières-aux-Salines,2885,Grand Est
Rosières-en-Haye,231,Grand Est
Rouves,106,Grand Est
Roville-devant-Bayon,772,Grand Est
Royaumeix,407,Grand Est
Rozelieures,191,Grand Est
Saffais,113,Grand Est
Saint-Ail,419,Grand Est
Saint-Baussant,77,Grand Est
Saint-Boingt,73,Grand Est
Saint-Clément,865,Grand Est
Saint-Firmin,291,Grand Est
Sainte-Geneviève,198,Grand Est
Saint-Germain,160,Grand Est
Saint-Jean-lès-Longuyon,424,Grand Est
Saint-Julien-lès-Gorze,165,Grand Est
Saint-Marcel,151,Grand Est
Saint-Mard,100,Grand Est
Saint-Martin,57,Grand Est
Saint-Maurice-aux-Forges,101,Grand Est
Saint-Max,10139,Grand Est
Saint-Nicolas-de-Port,7452,Grand Est
Sainte-Pôle,190,Grand Est
Saint-Pancré,314,Grand Est
Saint-Remimont,351,Grand Est
Saint-Rémy-aux-Bois,63,Grand Est
Saint-Sauveur,34,Grand Est
Saint-Supplet,156,Grand Est
Saizerais,1487,Grand Est
Sancy,339,Grand Est
Sanzey,157,Grand Est
Saulnes,2399,Grand Est
Saulxerotte,101,Grand Est
Saulxures-lès-Nancy,4279,Grand Est
Saulxures-lès-Vannes,378,Grand Est
Saxon-Sion,110,Grand Est
Seichamps,5177,Grand Est
Seicheprey,114,Grand Est
Selaincourt,185,Grand Est
Seranville,101,Grand Est
Serres,243,Grand Est
Serrouville,672,Grand Est
Sexey-aux-Forges,732,Grand Est
Sionviller,104,Grand Est
Sivry,244,Grand Est
Sommerviller,1001,Grand Est
Sornéville,311,Grand Est
Sponville,115,Grand Est
Tanconville,108,Grand Est
Tantonville,649,Grand Est
Tellancourt,637,Grand Est
Thélod,250,Grand Est
They-sous-Vaudemont,19,Grand Est
Thézey-Saint-Martin,204,Grand Est
Thiaucourt-Regniéville,1119,Grand Est
Thiaville-sur-Meurthe,602,Grand Est
Thiébauménil,390,Grand Est
Thil,1987,Grand Est
Thorey-Lyautey,137,Grand Est
Thuilley-aux-Groseilles,424,Grand Est
Thumeréville,92,Grand Est
Tiercelet,663,Grand Est
Tomblaine,9224,Grand Est
Tonnoy,689,Grand Est
Toul,16107,Grand Est
Tramont-Émy,28,Grand Est
Tramont-Lassus,92,Grand Est
Tramont-Saint-André,59,Grand Est
Tremblecourt,166,Grand Est
Trieux,2651,Grand Est
Trondes,543,Grand Est
Tronville,204,Grand Est
Tucquegnieux,2446,Grand Est
Ugny,722,Grand Est
Uruffe,374,Grand Est
Vacqueville,243,Grand Est
Val-et-Châtillon,574,Grand Est
Valhey,167,Grand Est
Valleroy,2351,Grand Est
Vallois,151,Grand Est
Vandelainville,141,Grand Est
Vandeléville,215,Grand Est
Vandières,937,Grand Est
Vandœuvre-lès-Nancy,30039,Grand Est
Vannes-le-Châtel,533,Grand Est
Varangéville,3641,Grand Est
Vathiménil,328,Grand Est
Vaucourt,61,Grand Est
Vaudémont,66,Grand Est
Vaudeville,150,Grand Est
Vaudigny,79,Grand Est
Vaxainville,87,Grand Est
Vého,111,Grand Est
Bois-de-Haye,2415,Grand Est
Velaine-sous-Amance,285,Grand Est
Velle-sur-Moselle,313,Grand Est
Veney,52,Grand Est
Vennezey,47,Grand Est
Verdenal,149,Grand Est
Vézelise,1379,Grand Est
Viéville-en-Haye,145,Grand Est
Vigneulles,237,Grand Est
Vilcey-sur-Trey,151,Grand Est
Villacourt,367,Grand Est
Ville-au-Montois,275,Grand Est
Ville-au-Val,195,Grand Est
Villecey-sur-Mad,345,Grand Est
Ville-en-Vermois,599,Grand Est
Ville-Houdlémont,695,Grand Est
Villers-en-Haye,165,Grand Est
Villers-la-Chèvre,568,Grand Est
Villers-la-Montagne,1569,Grand Est
Villers-le-Rond,122,Grand Est
Villers-lès-Moivrons,142,Grand Est
Villers-lès-Nancy,14603,Grand Est
Villers-sous-Prény,340,Grand Est
Villerupt,10206,Grand Est
Ville-sur-Yron,307,Grand Est
Villette,186,Grand Est
Villey-le-Sec,428,Grand Est
Villey-Saint-Étienne,1043,Grand Est
Virecourt,501,Grand Est
Viterne,752,Grand Est
Vitrey,193,Grand Est
Vitrimont,402,Grand Est
Vittonville,132,Grand Est
Viviers-sur-Chiers,679,Grand Est
Voinémont,344,Grand Est
Vroncourt,265,Grand Est
Waville,440,Grand Est
Xammes,167,Grand Est
Xermaménil,570,Grand Est
Xeuilley,976,Grand Est
Xirocourt,446,Grand Est
Xivry-Circourt,277,Grand Est
Xonville,109,Grand Est
Xousse,126,Grand Est
Xures,104,Grand Est
Han-devant-Pierrepont,148,Grand Est
Abainville,294,Grand Est
Abaucourt-Hautecourt,104,Grand Est
Aincreville,81,Grand Est
Amanty,37,Grand Est
Ambly-sur-Meuse,244,Grand Est
Amel-sur-l'Étang,149,Grand Est
Ancemont,555,Grand Est
Ancerville,2688,Grand Est
Andernay,259,Grand Est
Apremont-la-Forêt,430,Grand Est
Arrancy-sur-Crusnes,474,Grand Est
Aubréville,367,Grand Est
Aulnois-en-Perthois,500,Grand Est
Autrécourt-sur-Aire,123,Grand Est
Autréville-Saint-Lambert,42,Grand Est
Avillers-Sainte-Croix,73,Grand Est
Avioth,148,Grand Est
Avocourt,121,Grand Est
Azannes-et-Soumazannes,164,Grand Est
Baâlon,278,Grand Est
Badonvilliers-Gérauvilliers,134,Grand Est
Bannoncourt,163,Grand Est
Bantheville,114,Grand Est
Bar-le-Duc,15135,Grand Est
Baudonvilliers,383,Grand Est
Baudrémont,44,Grand Est
Baulny,20,Grand Est
Bazeilles-sur-Othain,114,Grand Est
Bazincourt-sur-Saulx,151,Grand Est
Beauclair,94,Grand Est
Beaufort-en-Argonne,142,Grand Est
Beaulieu-en-Argonne,40,Grand Est
Beaumont-en-Verdunois,0,Grand Est
Beausite,259,Grand Est
Behonne,623,Grand Est
Belleray,539,Grand Est
Belleville-sur-Meuse,3073,Grand Est
Belrain,34,Grand Est
Belrupt-en-Verdunois,560,Grand Est
Beney-en-Woëvre,135,Grand Est
Béthelainville,165,Grand Est
Béthincourt,38,Grand Est
Beurey-sur-Saulx,423,Grand Est
Bezonvaux,0,Grand Est
Biencourt-sur-Orge,121,Grand Est
Billy-sous-Mangiennes,370,Grand Est
Bislée,65,Grand Est
Blanzée,14,Grand Est
Boinville-en-Woëvre,79,Grand Est
Boncourt-sur-Meuse,336,Grand Est
Bonnet,197,Grand Est
Bonzée,366,Grand Est
Le Bouchon-sur-Saulx,243,Grand Est
Bouconville-sur-Madt,110,Grand Est
Bouligny,2488,Grand Est
Bouquemont,109,Grand Est
Boureuilles,117,Grand Est
Bovée-sur-Barboure,131,Grand Est
Boviolles,100,Grand Est
Brabant-en-Argonne,107,Grand Est
Brabant-le-Roi,234,Grand Est
Brabant-sur-Meuse,125,Grand Est
Brandeville,184,Grand Est
Braquis,108,Grand Est
Bras-sur-Meuse,734,Grand Est
Brauvilliers,179,Grand Est
Bréhéville,178,Grand Est
Breux,272,Grand Est
Brieulles-sur-Meuse,304,Grand Est
Brillon-en-Barrois,719,Grand Est
Brixey-aux-Chanoines,83,Grand Est
Brizeaux,59,Grand Est
Brocourt-en-Argonne,46,Grand Est
Brouennes,159,Grand Est
Broussey-en-Blois,58,Grand Est
Broussey-Raulecourt,291,Grand Est
Bure,85,Grand Est
Burey-en-Vaux,156,Grand Est
Burey-la-Côte,89,Grand Est
Buxières-sous-les-Côtes,289,Grand Est
Buzy-Darmont,550,Grand Est
Cesse,106,Grand Est
Chaillon,111,Grand Est
Chalaines,317,Grand Est
Champneuville,124,Grand Est
Champougny,82,Grand Est
Chardogne,305,Grand Est
Charny-sur-Meuse,547,Grand Est
Charpentry,23,Grand Est
Chassey-Beaupré,82,Grand Est
Châtillon-sous-les-Côtes,181,Grand Est
Chattancourt,182,Grand Est
Chaumont-devant-Damvillers,47,Grand Est
Chaumont-sur-Aire,126,Grand Est
Chauvency-le-Château,238,Grand Est
Chauvency-Saint-Hubert,230,Grand Est
Chauvoncourt,457,Grand Est
Cheppy,159,Grand Est
Chonville-Malaumont,209,Grand Est
Cierges-sous-Montfaucon,46,Grand Est
Le Claon,55,Grand Est
Clermont-en-Argonne,1484,Grand Est
Cléry-le-Grand,96,Grand Est
Cléry-le-Petit,190,Grand Est
Combles-en-Barrois,801,Grand Est
Combres-sous-les-Côtes,119,Grand Est
Commercy,5578,Grand Est
Les Hauts-de-Chée,725,Grand Est
Consenvoye,312,Grand Est
Contrisson,805,Grand Est
Courcelles-en-Barrois,42,Grand Est
Courcelles-sur-Aire,42,Grand Est
Courouvre,38,Grand Est
Cousances-les-Forges,1703,Grand Est
Couvertpuis,89,Grand Est
Couvonges,156,Grand Est
Cuisy,47,Grand Est
Culey,130,Grand Est
Cumières-le-Mort-Homme,0,Grand Est
Cunel,18,Grand Est
Dagonville,83,Grand Est
Dainville-Bertheléville,129,Grand Est
Damloup,133,Grand Est
Dammarie-sur-Saulx,390,Grand Est
Damvillers,693,Grand Est
Dannevoux,207,Grand Est
Delouze-Rosières,116,Grand Est
Delut,120,Grand Est
Demange-Baudignécourt,524,Grand Est
Dieppe-sous-Douaumont,196,Grand Est
Dieue-sur-Meuse,1488,Grand Est
Dombasle-en-Argonne,400,Grand Est
Dombras,141,Grand Est
Dommartin-la-Montagne,52,Grand Est
Dommary-Baroncourt,731,Grand Est
Dompcevrin,356,Grand Est
Dompierre-aux-Bois,38,Grand Est
Domremy-la-Canne,33,Grand Est
Doncourt-aux-Templiers,57,Grand Est
Doulcon,438,Grand Est
Dugny-sur-Meuse,1339,Grand Est
Dun-sur-Meuse,656,Grand Est
Duzey,45,Grand Est
Écouviez,520,Grand Est
Écurey-en-Verdunois,116,Grand Est
Eix,263,Grand Est
Les Éparges,62,Grand Est
Épiez-sur-Meuse,42,Grand Est
Épinonville,78,Grand Est
Érize-la-Brûlée,188,Grand Est
Érize-la-Petite,49,Grand Est
Érize-Saint-Dizier,191,Grand Est
Erneville-aux-Bois,147,Grand Est
Esnes-en-Argonne,147,Grand Est
Étain,3564,Grand Est
Éton,210,Grand Est
Étraye,38,Grand Est
Euville,1675,Grand Est
Èvres,94,Grand Est
Fains-Véel,2143,Grand Est
Flassigny,45,Grand Est
Fleury-devant-Douaumont,0,Grand Est
Foameix-Ornel,230,Grand Est
Fontaines-Saint-Clair,40,Grand Est
Forges-sur-Meuse,126,Grand Est
Foucaucourt-sur-Thabas,60,Grand Est
Fouchères-aux-Bois,126,Grand Est
Frémeréville-sous-les-Côtes,127,Grand Est
Fresnes-au-Mont,170,Grand Est
Fresnes-en-Woëvre,670,Grand Est
Froidos,90,Grand Est
Fromeréville-les-Vallons,211,Grand Est
Fromezey,61,Grand Est
Futeau,148,Grand Est
Génicourt-sur-Meuse,297,Grand Est
Gercourt-et-Drillancourt,113,Grand Est
Géry,54,Grand Est
Gesnes-en-Argonne,59,Grand Est
Gimécourt,42,Grand Est
Gincrey,64,Grand Est
Girauvoisin,82,Grand Est
Givrauval,294,Grand Est
Gondrecourt-le-Château,1082,Grand Est
Gouraincourt,64,Grand Est
Goussaincourt,119,Grand Est
Gremilly,41,Grand Est
Grimaucourt-en-Woëvre,103,Grand Est
Grimaucourt-près-Sampigny,85,Grand Est
Guerpont,248,Grand Est
Gussainville,33,Grand Est
Haironville,591,Grand Est
Halles-sous-les-Côtes,145,Grand Est
Han-lès-Juvigny,124,Grand Est
Hannonville-sous-les-Côtes,552,Grand Est
Han-sur-Meuse,272,Grand Est
Harville,112,Grand Est
Haudainville,959,Grand Est
Haudiomont,233,Grand Est
Haumont-près-Samogneux,0,Grand Est
Heippes,81,Grand Est
Hennemont,114,Grand Est
Herbeuville,186,Grand Est
Herméville-en-Woëvre,231,Grand Est
Heudicourt-sous-les-Côtes,166,Grand Est
Hévilliers,152,Grand Est
Horville-en-Ornois,53,Grand Est
Houdelaincourt,284,Grand Est
Inor,189,Grand Est
Ippécourt,108,Grand Est
Iré-le-Sec,157,Grand Est
Les Islettes,719,Grand Est
Les Trois-Domaines,126,Grand Est
Jametz,266,Grand Est
Jonville-en-Woëvre,149,Grand Est
Jouy-en-Argonne,42,Grand Est
Geville,634,Grand Est
Julvécourt,55,Grand Est
Juvigny-en-Perthois,145,Grand Est
Juvigny-sur-Loison,269,Grand Est
Kœur-la-Grande,161,Grand Est
Kœur-la-Petite,267,Grand Est
Labeuville,144,Grand Est
Lachalade,49,Grand Est
Lachaussée,284,Grand Est
Lacroix-sur-Meuse,707,Grand Est
Lahaymeix,74,Grand Est
Lahayville,30,Grand Est
Laheycourt,370,Grand Est
Laimont,449,Grand Est
Lamorville,296,Grand Est
Lamouilly,89,Grand Est
Landrecourt-Lempire,219,Grand Est
Laneuville-au-Rupt,197,Grand Est
Laneuville-sur-Meuse,452,Grand Est
Lanhères,59,Grand Est
Latour-en-Woëvre,94,Grand Est
Lavallée,99,Grand Est
Lavincourt,73,Grand Est
Lavoye,155,Grand Est
Lemmes,238,Grand Est
Lérouville,1427,Grand Est
Levoncourt,60,Grand Est
Lignières-sur-Aire,57,Grand Est
Ligny-en-Barrois,4038,Grand Est
Liny-devant-Dun,195,Grand Est
Lion-devant-Dun,175,Grand Est
Lisle-en-Barrois,32,Grand Est
L'Isle-en-Rigault,482,Grand Est
Lissey,114,Grand Est
Loisey,303,Grand Est
Loison,120,Grand Est
Longeaux,227,Grand Est
Longchamps-sur-Aire,127,Grand Est
Longeville-en-Barrois,1145,Grand Est
Loupmont,76,Grand Est
Louppy-le-Château,166,Grand Est
Louppy-sur-Loison,114,Grand Est
Louvemont-Côte-du-Poivre,0,Grand Est
Luzy-Saint-Martin,116,Grand Est
Maizeray,28,Grand Est
Maizey,173,Grand Est
Malancourt,70,Grand Est
Mandres-en-Barrois,121,Grand Est
Mangiennes,413,Grand Est
Manheulles,151,Grand Est
Marchéville-en-Woëvre,68,Grand Est
Marre,170,Grand Est
Marson-sur-Barboure,51,Grand Est
Martincourt-sur-Meuse,70,Grand Est
Marville,530,Grand Est
Maucourt-sur-Orne,51,Grand Est
Maulan,111,Grand Est
Mauvages,250,Grand Est
Maxey-sur-Vaise,290,Grand Est
Mécrin,216,Grand Est
Méligny-le-Grand,92,Grand Est
Méligny-le-Petit,78,Grand Est
Menaucourt,239,Grand Est
Ménil-aux-Bois,44,Grand Est
Ménil-la-Horgne,165,Grand Est
