commune,population,région
Savignac-les-Ormeaux,414,Occitanie
Ségura,194,Occitanie
Seix,718,Occitanie
Senconac,11,Occitanie
Lorp-Sentaraille,1484,Occitanie
Sentein,161,Occitanie
Sentenac-d'Oust,108,Occitanie
Sentenac-de-Sérou,58,Occitanie
Serres-sur-Arget,688,Occitanie
Sieuras,103,Occitanie
Siguer,97,Occitanie
Aulos-Sinsat,152,Occitanie
Sor,27,Occitanie
Sorgeat,84,Occitanie
Soueix-Rogalle,437,Occitanie
Soula,183,Occitanie
Soulan,374,Occitanie
Surba,327,Occitanie
Suzan,17,Occitanie
Tabre,359,Occitanie
Tarascon-sur-Ariège,3044,Occitanie
Taurignan-Castet,156,Occitanie
Taurignan-Vieux,215,Occitanie
Teilhet,161,Occitanie
Thouars-sur-Arize,46,Occitanie
Tignac,21,Occitanie
La Tour-du-Crieu,3303,Occitanie
Tourtouse,162,Occitanie
Tourtrol,276,Occitanie
Trémoulet,122,Occitanie
Troye-d'Ariège,110,Occitanie
Unac,127,Occitanie
Unzent,118,Occitanie
Urs,29,Occitanie
Ussat,314,Occitanie
Ustou,278,Occitanie
Vals,91,Occitanie
Varilhes,3552,Occitanie
Vaychis,32,Occitanie
Vèbre,124,Occitanie
Ventenac,237,Occitanie
Verdun,222,Occitanie
Vernajoul,718,Occitanie
Vernaux,29,Occitanie
Le Vernet,733,Occitanie
Verniolle,2344,Occitanie
Val-de-Sos,617,Occitanie
Villeneuve,41,Occitanie
Villeneuve-d'Olmes,978,Occitanie
Villeneuve-du-Latou,157,Occitanie
Villeneuve-du-Paréage,792,Occitanie
Vira,160,Occitanie
Viviès,153,Occitanie
Sainte-Suzanne,240,Occitanie
Ailleville,237,Grand Est
Aix-Villemaur-Pâlis,3576,Grand Est
Allibaudières,209,Grand Est
Amance,262,Grand Est
Arcis-sur-Aube,2845,Grand Est
Arconville,106,Grand Est
Argançon,114,Grand Est
Arrelles,88,Grand Est
Arrembécourt,48,Grand Est
Arrentières,209,Grand Est
Arsonval,305,Grand Est
Assenay,148,Grand Est
Assencières,187,Grand Est
Aubeterre,385,Grand Est
Aulnay,126,Grand Est
Auxon,1040,Grand Est
Val-d'Auzon,385,Grand Est
Avant-lès-Marcilly,513,Grand Est
Avant-lès-Ramerupt,160,Grand Est
Avirey-Lingey,211,Grand Est
Avon-la-Pèze,197,Grand Est
Avreuil,173,Grand Est
Bagneux-la-Fosse,176,Grand Est
Bailly-le-Franc,37,Grand Est
Balignicourt,61,Grand Est
Balnot-la-Grange,119,Grand Est
Balnot-sur-Laignes,156,Grand Est
Barberey-Saint-Sulpice,1597,Grand Est
Barbuise,483,Grand Est
Baroville,310,Grand Est
Bar-sur-Aube,4968,Grand Est
Bar-sur-Seine,3128,Grand Est
Bayel,756,Grand Est
Bercenay-en-Othe,442,Grand Est
Bercenay-le-Hayer,199,Grand Est
Bergères,119,Grand Est
Bernon,173,Grand Est
Bertignolles,51,Grand Est
Bérulle,205,Grand Est
Bessy,124,Grand Est
Bétignicourt,34,Grand Est
Beurey,189,Grand Est
Blaincourt-sur-Aube,111,Grand Est
Blignicourt,43,Grand Est
Bligny,166,Grand Est
Les Bordes-Aumont,534,Grand Est
Bossancourt,197,Grand Est
Bouilly,1125,Grand Est
Boulages,225,Grand Est
Bouranton,612,Grand Est
Bourdenay,111,Grand Est
Bourguignons,272,Grand Est
Bouy-Luxembourg,248,Grand Est
Bouy-sur-Orvin,54,Grand Est
Bragelogne-Beauvoir,239,Grand Est
Braux,117,Grand Est
Bréviandes,2989,Grand Est
Brévonnes,679,Grand Est
Briel-sur-Barse,202,Grand Est
Brienne-la-Vieille,415,Grand Est
Brienne-le-Château,2779,Grand Est
Brillecourt,85,Grand Est
Bucey-en-Othe,447,Grand Est
Buchères,1918,Grand Est
Buxeuil,124,Grand Est
Buxières-sur-Arce,115,Grand Est
Celles-sur-Ource,501,Grand Est
Chacenay,53,Grand Est
La Chaise,34,Grand Est
Chalette-sur-Voire,127,Grand Est
Chamoy,512,Grand Est
Champfleury,101,Grand Est
Champignol-lez-Mondeville,264,Grand Est
Champigny-sur-Aube,106,Grand Est
Champ-sur-Barse,27,Grand Est
Channes,135,Grand Est
Chaource,1029,Grand Est
La Chapelle-Saint-Luc,12411,Grand Est
Chapelle-Vallon,245,Grand Est
Chappes,349,Grand Est
Charmont-sous-Barbuise,1040,Grand Est
Charmoy,65,Grand Est
Charny-le-Bachot,265,Grand Est
Chaserey,51,Grand Est
Châtres,708,Grand Est
Chauchigny,231,Grand Est
Chaudrey,144,Grand Est
Chauffour-lès-Bailly,129,Grand Est
Chaumesnil,105,Grand Est
Chavanges,604,Grand Est
Le Chêne,292,Grand Est
Chennegy,455,Grand Est
Chervey,159,Grand Est
Chesley,317,Grand Est
Chessy-les-Prés,541,Grand Est
Clérey,1158,Grand Est
Coclois,174,Grand Est
Colombé-la-Fosse,182,Grand Est
Colombé-le-Sec,155,Grand Est
Cormost,309,Grand Est
Courcelles-sur-Voire,27,Grand Est
Courceroy,146,Grand Est
Coursan-en-Othe,102,Grand Est
Courtaoult,81,Grand Est
Courtenot,228,Grand Est
Courteranges,586,Grand Est
Courteron,108,Grand Est
Coussegrey,180,Grand Est
Couvignon,200,Grand Est
Crancey,721,Grand Est
Creney-près-Troyes,2031,Grand Est
Crésantignes,321,Grand Est
Crespy-le-Neuf,148,Grand Est
Les Croûtes,96,Grand Est
Cunfin,178,Grand Est
Cussangy,202,Grand Est
Dampierre,336,Grand Est
Davrey,227,Grand Est
Dienville,872,Grand Est
Dierrey-Saint-Julien,270,Grand Est
Dierrey-Saint-Pierre,317,Grand Est
Dolancourt,133,Grand Est
Dommartin-le-Coq,57,Grand Est
Donnement,75,Grand Est
Dosches,315,Grand Est
Dosnon,104,Grand Est
Droupt-Saint-Basle,360,Grand Est
Droupt-Sainte-Marie,241,Grand Est
Eaux-Puiseaux,263,Grand Est
Échemines,92,Grand Est
Éclance,99,Grand Est
Éguilly-sous-Bois,118,Grand Est
Engente,33,Grand Est
Épagne,144,Grand Est
Épothémont,164,Grand Est
Ervy-le-Châtel,1134,Grand Est
Essoyes,730,Grand Est
Estissac,1867,Grand Est
Étourvy,165,Grand Est
Étrelles-sur-Aube,161,Grand Est
Faux-Villecerf,214,Grand Est
Fay-lès-Marcilly,95,Grand Est
Fays-la-Chapelle,133,Grand Est
Ferreux-Quincey,415,Grand Est
Feuges,338,Grand Est
Fontaine,255,Grand Est
Fontaine-les-Grès,893,Grand Est
Fontaine-Mâcon,625,Grand Est
Fontenay-de-Bossery,72,Grand Est
Fontette,188,Grand Est
Fontvannes,715,Grand Est
La Fosse-Corduan,220,Grand Est
Fouchères,533,Grand Est
Fralignes,87,Grand Est
Fravaux,40,Grand Est
Fresnay,52,Grand Est
Fresnoy-le-Château,301,Grand Est
Fuligny,43,Grand Est
Gélannes,744,Grand Est
Géraudot,342,Grand Est
Les Grandes-Chapelles,403,Grand Est
Grandville,91,Grand Est
Les Granges,82,Grand Est
Gumery,227,Grand Est
Gyé-sur-Seine,485,Grand Est
Hampigny,234,Grand Est
Herbisse,155,Grand Est
Isle-Aumont,468,Grand Est
Isle-Aubigny,171,Grand Est
Jasseines,175,Grand Est
Jaucourt,162,Grand Est
Javernant,157,Grand Est
Jessains,263,Grand Est
Jeugny,481,Grand Est
Joncreuil,99,Grand Est
Jully-sur-Sarce,226,Grand Est
Juvancourt,120,Grand Est
Juvanzé,36,Grand Est
Juzanvigny,128,Grand Est
Lagesse,213,Grand Est
Laines-aux-Bois,545,Grand Est
Landreville,401,Grand Est
Lantages,217,Grand Est
Lassicourt,58,Grand Est
Laubressel,582,Grand Est
Lavau,905,Grand Est
Lentilles,130,Grand Est
Lesmont,306,Grand Est
Lévigny,96,Grand Est
Lhuître,293,Grand Est
Lignières,223,Grand Est
Lignol-le-Château,180,Grand Est
Lirey,106,Grand Est
Loches-sur-Ource,353,Grand Est
La Loge-aux-Chèvres,98,Grand Est
La Loge-Pomblin,69,Grand Est
Les Loges-Margueron,296,Grand Est
Longchamp-sur-Aujon,387,Grand Est
Longeville-sur-Mogne,144,Grand Est
Longpré-le-Sec,87,Grand Est
Longsols,129,Grand Est
Longueville-sur-Aube,131,Grand Est
La Louptière-Thénard,302,Grand Est
Lusigny-sur-Barse,2282,Grand Est
Luyères,470,Grand Est
Macey,1013,Grand Est
Machy,116,Grand Est
Magnant,162,Grand Est
Magnicourt,91,Grand Est
Magny-Fouchard,263,Grand Est
Mailly-le-Camp,2064,Grand Est
Maison-des-Champs,33,Grand Est
Maisons-lès-Chaource,169,Grand Est
Maisons-lès-Soulaines,72,Grand Est
Maizières-la-Grande-Paroisse,1548,Grand Est
Maizières-lès-Brienne,160,Grand Est
Maraye-en-Othe,441,Grand Est
Marcilly-le-Hayer,735,Grand Est
Marigny-le-Châtel,1793,Grand Est
Marnay-sur-Seine,242,Grand Est
Marolles-lès-Bailly,115,Grand Est
Marolles-sous-Lignières,344,Grand Est
Mathaux,206,Grand Est
Maupas,104,Grand Est
Mergey,683,Grand Est
Le Mériot,634,Grand Est
Merrey-sur-Arce,328,Grand Est
Méry-sur-Seine,1531,Grand Est
Mesgrigny,271,Grand Est
Mesnil-la-Comtesse,50,Grand Est
Mesnil-Lettre,57,Grand Est
Mesnil-Saint-Loup,619,Grand Est
Mesnil-Saint-Père,448,Grand Est
Mesnil-Sellières,613,Grand Est
Messon,477,Grand Est
Metz-Robert,61,Grand Est
Meurville,161,Grand Est
Molins-sur-Aube,109,Grand Est
Montaulin,839,Grand Est
Montceaux-lès-Vaudes,276,Grand Est
Montfey,124,Grand Est
Montgueux,404,Grand Est
Montiéramey,411,Grand Est
Montier-en-l'Isle,228,Grand Est
Montigny-les-Monts,262,Grand Est
Montmartin-le-Haut,63,Grand Est
Montmorency-Beaufort,144,Grand Est
Montpothier,338,Grand Est
Montreuil-sur-Barse,292,Grand Est
Montsuzain,409,Grand Est
Morembert,29,Grand Est
Morvilliers,284,Grand Est
La Motte-Tilly,364,Grand Est
Moussey,668,Grand Est
Mussy-sur-Seine,1036,Grand Est
Neuville-sur-Seine,403,Grand Est
Neuville-sur-Vanne,452,Grand Est
Noé-les-Mallets,116,Grand Est
Les Noës-près-Troyes,3311,Grand Est
Nogent-en-Othe,46,Grand Est
Nogent-sur-Aube,303,Grand Est
Nogent-sur-Seine,6062,Grand Est
Nozay,157,Grand Est
Onjon,271,Grand Est
Origny-le-Sec,605,Grand Est
Ormes,182,Grand Est
Ortillon,23,Grand Est
Orvilliers-Saint-Julien,314,Grand Est
Ossey-les-Trois-Maisons,603,Grand Est
Paisy-Cosdon,341,Grand Est
Pargues,140,Grand Est
Pars-lès-Chavanges,48,Grand Est
Pars-lès-Romilly,824,Grand Est
Le Pavillon-Sainte-Julie,292,Grand Est
Payns,1394,Grand Est
Pel-et-Der,131,Grand Est
Périgny-la-Rose,153,Grand Est
Perthes-lès-Brienne,69,Grand Est
Petit-Mesnil,213,Grand Est
Piney,1493,Grand Est
Plaines-Saint-Lange,269,Grand Est
Plancy-l'Abbaye,982,Grand Est
Planty,235,Grand Est
Plessis-Barbuise,187,Grand Est
Poivres,161,Grand Est
Poligny,63,Grand Est
Polisot,330,Grand Est
Polisy,184,Grand Est
Pont-Sainte-Marie,5237,Grand Est
Pont-sur-Seine,1180,Grand Est
Pouan-les-Vallées,530,Grand Est
Pougy,291,Grand Est
Pouy-sur-Vannes,180,Grand Est
Praslin,87,Grand Est
Précy-Notre-Dame,78,Grand Est
Précy-Saint-Martin,185,Grand Est
Prémierfait,88,Grand Est
Proverville,242,Grand Est
Prugny,375,Grand Est
Prunay-Belleville,217,Grand Est
Prusy,98,Grand Est
Puits-et-Nuisement,218,Grand Est
Racines,173,Grand Est
Radonvilliers,360,Grand Est
Ramerupt,414,Grand Est
Rances,47,Grand Est
Rhèges,219,Grand Est
Les Riceys,1230,Grand Est
Rigny-la-Nonneuse,158,Grand Est
Rigny-le-Ferron,331,Grand Est
Rilly-Sainte-Syre,235,Grand Est
La Rivière-de-Corps,3687,Grand Est
Romilly-sur-Seine,14959,Grand Est
Roncenay,162,Grand Est
Rosières-près-Troyes,4961,Grand Est
Rosnay-l'Hôpital,177,Grand Est
La Rothière,117,Grand Est
Rouilly-Sacey,393,Grand Est
Rouilly-Saint-Loup,559,Grand Est
Rouvres-les-Vignes,113,Grand Est
Rumilly-lès-Vaudes,578,Grand Est
Ruvigny,506,Grand Est
Saint-André-les-Vergers,12880,Grand Est
Saint-Aubin,598,Grand Est
Saint-Benoist-sur-Vanne,242,Grand Est
Saint-Benoît-sur-Seine,396,Grand Est
Saint-Christophe-Dodinicourt,34,Grand Est
Saint-Étienne-sous-Barbuise,180,Grand Est
Saint-Flavy,300,Grand Est
Saint-Germain,2353,Grand Est
Saint-Hilaire-sous-Romilly,364,Grand Est
Saint-Jean-de-Bonneval,412,Grand Est
Saint-Julien-les-Villas,6883,Grand Est
Saint-Léger-près-Troyes,927,Grand Est
Saint-Léger-sous-Brienne,394,Grand Est
Saint-Léger-sous-Margerie,52,Grand Est
Saint-Loup-de-Buffigny,213,Grand Est
Saint-Lupien,232,Grand Est
Saint-Lyé,2951,Grand Est
Saint-Mards-en-Othe,652,Grand Est
Saint-Martin-de-Bossenay,370,Grand Est
Sainte-Maure,2046,Grand Est
Saint-Mesmin,902,Grand Est
Saint-Nabord-sur-Aube,141,Grand Est
Saint-Nicolas-la-Chapelle,69,Grand Est
Saint-Oulph,318,Grand Est
Saint-Parres-aux-Tertres,3227,Grand Est
Saint-Parres-lès-Vaudes,1080,Grand Est
Saint-Phal,521,Grand Est
Saint-Pouange,1203,Grand Est
Saint-Remy-sous-Barbuise,250,Grand Est
Sainte-Savine,10847,Grand Est
Saint-Thibault,550,Grand Est
Saint-Usage,74,Grand Est
Salon,125,Grand Est
Saulcy,65,Grand Est
La Saulsotte,690,Grand Est
Savières,1042,Grand Est
Semoine,206,Grand Est
Soligny-les-Étangs,256,Grand Est
Sommeval,313,Grand Est
Soulaines-Dhuys,425,Grand Est
Souligny,398,Grand Est
Spoy,154,Grand Est
Thennelières,344,Grand Est
Thieffrain,157,Grand Est
Thil,120,Grand Est
Thors,71,Grand Est
Torcy-le-Grand,466,Grand Est
Torcy-le-Petit,79,Grand Est
Torvilliers,1013,Grand Est
Traînel,1049,Grand Est
Trancault,187,Grand Est
Trannes,211,Grand Est
Trouans,223,Grand Est
Troyes,63708,Grand Est
Turgy,44,Grand Est
Unienville,116,Grand Est
Urville,122,Grand Est
Vailly,299,Grand Est
Vallant-Saint-Georges,411,Grand Est
Vallentigny,181,Grand Est
Vallières,167,Grand Est
Vanlay,297,Grand Est
Vauchassis,506,Grand Est
Vauchonvilliers,169,Grand Est
Vaucogne,75,Grand Est
Vaudes,729,Grand Est
Vaupoisson,121,Grand Est
Vendeuvre-sur-Barse,2358,Grand Est
La Vendue-Mignot,249,Grand Est
Vernonvilliers,53,Grand Est
Verpillières-sur-Ource,113,Grand Est
Verricourt,58,Grand Est
Verrières,1895,Grand Est
Viâpres-le-Petit,139,Grand Est
Villacerf,615,Grand Est
Villadin,109,Grand Est
La Ville-aux-Bois,28,Grand Est
Villechétif,969,Grand Est
Villeloup,130,Grand Est
Villemereuil,247,Grand Est
Villemoiron-en-Othe,213,Grand Est
Villemorien,208,Grand Est
Villemoyenne,752,Grand Est
Villenauxe-la-Grande,2729,Grand Est
La Villeneuve-au-Châtelot,151,Grand Est
Villeneuve-au-Chemin,187,Grand Est
La Villeneuve-au-Chêne,423,Grand Est
Villeret,65,Grand Est
Villery,273,Grand Est
Ville-sous-la-Ferté,919,Grand Est
Ville-sur-Arce,207,Grand Est
Ville-sur-Terre,104,Grand Est
Villette-sur-Aube,252,Grand Est
Villiers-Herbisse,86,Grand Est
Villiers-le-Bois,103,Grand Est
Villiers-sous-Praslin,72,Grand Est
Villy-en-Trodes,261,Grand Est
Villy-le-Bois,58,Grand Est
Villy-le-Maréchal,194,Grand Est
Vinets,181,Grand Est
Virey-sous-Bar,610,Grand Est
Vitry-le-Croisé,224,Grand Est
Viviers-sur-Artaut,126,Grand Est
Voigny,150,Grand Est
Vosnon,232,Grand Est
Voué,708,Grand Est
Vougrey,44,Grand Est
Vulaines,229,Grand Est
Yèvres-le-Petit,63,Grand Est
Aigues-Vives,561,Occitanie
Airoux,172,Occitanie
Ajac,204,Occitanie
Alaigne,342,Occitanie
Alairac,1370,Occitanie
Albas,80,Occitanie
Albières,123,Occitanie
Alet-les-Bains,391,Occitanie
Alzonne,1615,Occitanie
Antugnac,274,Occitanie
Aragon,481,Occitanie
Argeliers,2191,Occitanie
Argens-Minervois,361,Occitanie
Armissan,1525,Occitanie
Arques,264,Occitanie
Arquettes-en-Val,83,Occitanie
